# Monte Carlo Risk Analyzer – Results Export
# Generated  : 2026.05.05 20:19:19
# Input file : trades.csv
# Simulations: 1000
# Trades     : 1477
# Init Equity: $5000.00
# Commission : disabled
#
Step,P5_Equity,P25_Equity,P50_Equity,P75_Equity,P95_Equity
508,5424.71,6257.41,6873.20,7451.82,8294.72
509,5400.67,6254.05,6894.60,7457.70,8287.11
510,5393.22,6269.61,6907.51,7464.72,8307.14
511,5398.48,6252.86,6902.22,7465.67,8305.17
512,5367.45,6265.32,6903.49,7460.07,8302.97
513,5379.46,6253.68,6900.35,7472.33,8314.36
514,5374.72,6272.44,6903.12,7477.22,8305.10
515,5353.46,6273.96,6903.43,7489.52,8333.98
516,5386.01,6274.14,6920.81,7486.97,8333.26
517,5388.90,6282.85,6921.61,7492.69,8352.15
518,5391.57,6272.39,6928.49,7496.26,8327.25
519,5385.05,6289.31,6933.30,7492.45,8336.79
520,5397.82,6285.40,6936.94,7496.32,8315.46
521,5385.52,6287.33,6931.70,7495.86,8332.96
522,5373.55,6276.59,6938.34,7499.17,8315.50
523,5384.09,6286.39,6951.30,7510.36,8313.96
524,5392.77,6271.14,6950.76,7534.44,8326.20
525,5381.11,6275.55,6943.52,7517.28,8314.79
526,5384.14,6285.03,6960.71,7515.74,8314.12
527,5392.52,6306.75,6958.74,7527.61,8321.14
528,5421.67,6302.82,6958.58,7536.25,8303.11
529,5430.79,6320.00,6975.12,7528.28,8333.75
530,5427.81,6318.31,6987.09,7538.48,8357.00
531,5434.98,6319.55,6988.76,7537.86,8379.34
532,5424.73,6341.25,6997.30,7538.96,8361.86
533,5421.42,6333.09,6999.87,7529.77,8374.72
534,5409.63,6337.63,7003.96,7534.06,8347.90
535,5439.58,6353.79,7007.00,7529.82,8373.66
536,5459.19,6352.05,7007.63,7535.58,8345.79
537,5462.99,6328.32,6995.53,7552.23,8371.86
538,5457.16,6335.20,7006.29,7562.04,8345.23
539,5474.20,6321.78,6995.35,7573.83,8371.17
540,5454.17,6337.05,7007.30,7582.41,8379.18
541,5480.09,6333.50,7017.37,7574.44,8393.97
542,5454.38,6343.61,7003.69,7586.02,8393.92
543,5456.47,6352.17,7015.22,7594.25,8421.29
544,5491.87,6341.89,7013.02,7596.71,8437.27
545,5484.49,6357.05,7023.09,7595.23,8426.23
546,5498.17,6344.16,7038.52,7617.72,8428.36
547,5483.99,6363.39,7026.63,7623.93,8410.47
548,5495.98,6377.56,7030.33,7633.69,8439.67
549,5484.11,6384.61,7020.50,7636.34,8439.10
550,5477.79,6379.33,7038.82,7627.10,8454.63
551,5494.48,6382.63,7037.20,7626.00,8442.89
552,5496.31,6407.90,7043.28,7628.15,8449.45
553,5485.27,6402.66,7053.40,7636.63,8448.29
554,5476.61,6407.38,7047.76,7627.72,8442.77
555,5487.66,6403.15,7055.50,7636.02,8447.10
556,5481.31,6394.64,7061.31,7634.91,8457.76
557,5501.55,6401.32,7069.24,7647.83,8478.45
558,5483.67,6407.81,7076.63,7641.39,8471.16
559,5506.89,6406.23,7076.56,7650.89,8505.85
560,5513.80,6411.49,7083.49,7655.10,8478.43
561,5526.25,6417.32,7100.58,7649.12,8485.33
562,5502.02,6410.95,7086.36,7660.63,8503.61
563,5502.27,6427.02,7077.78,7669.93,8495.37
564,5510.67,6454.10,7098.95,7686.98,8513.41
565,5539.52,6450.15,7100.81,7693.44,8539.66
566,5549.86,6464.75,7108.85,7679.00,8545.61
567,5535.62,6448.72,7103.09,7684.55,8534.96
568,5533.86,6461.87,7091.70,7676.89,8566.92
569,5508.58,6447.50,7098.98,7685.17,8551.07
570,5536.75,6454.94,7105.60,7683.13,8520.76
571,5560.66,6470.93,7112.43,7700.99,8548.08
572,5557.94,6461.95,7111.76,7707.17,8522.52
573,5571.97,6465.01,7130.72,7710.58,8544.96
574,5574.16,6456.59,7135.95,7718.30,8560.00
575,5559.63,6459.54,7133.25,7715.31,8558.09
576,5555.13,6476.18,7111.54,7730.06,8565.06
577,5552.42,6489.32,7123.39,7724.84,8570.54
578,5559.20,6475.67,7127.91,7718.08,8562.84
579,5545.61,6487.38,7140.02,7738.78,8551.64
580,5534.93,6481.33,7146.32,7756.06,8559.68
581,5520.15,6496.17,7150.68,7760.66,8591.60
582,5527.30,6483.57,7162.59,7770.88,8612.63
583,5517.00,6490.82,7156.93,7765.40,8609.35
584,5512.13,6509.77,7177.24,7781.56,8585.17
585,5507.24,6482.53,7159.86,7787.85,8592.77
586,5501.67,6491.10,7170.90,7789.88,8597.75
587,5511.69,6487.48,7178.48,7793.32,8591.76
588,5540.86,6490.78,7185.55,7795.06,8604.23
589,5546.37,6485.94,7190.82,7794.86,8599.28
590,5529.90,6488.05,7195.97,7801.98,8619.84
591,5521.61,6485.09,7198.98,7805.98,8588.95
592,5516.25,6495.69,7209.14,7823.02,8619.77
593,5525.90,6509.73,7218.56,7812.93,8649.14
594,5528.85,6516.04,7211.89,7814.64,8650.79
595,5520.92,6507.89,7213.10,7831.60,8612.35
596,5538.51,6508.91,7224.22,7836.79,8648.77
597,5521.98,6502.34,7212.61,7846.01,8638.23
598,5545.06,6508.40,7217.64,7839.73,8646.66
599,5543.38,6511.26,7213.24,7859.55,8660.51
600,5544.46,6513.79,7230.74,7840.46,8652.88
601,5545.58,6522.83,7241.62,7870.87,8661.65
602,5575.67,6527.71,7237.81,7874.12,8656.05
603,5581.40,6527.58,7236.54,7870.64,8658.29
604,5576.90,6536.28,7236.58,7883.99,8647.90
605,5581.03,6546.49,7240.87,7871.19,8662.02
606,5575.12,6574.41,7233.28,7895.85,8688.20
607,5581.44,6563.08,7228.43,7878.29,8711.46
608,5543.26,6577.96,7247.23,7903.64,8702.23
609,5538.85,6565.06,7237.24,7914.05,8697.49
610,5565.94,6578.22,7253.37,7918.91,8720.68
611,5535.56,6596.90,7258.48,7923.63,8741.07
612,5567.33,6586.99,7264.28,7915.16,8754.94
613,5587.52,6592.12,7269.87,7919.13,8778.81
614,5594.07,6577.95,7258.87,7919.41,8765.03
615,5602.98,6586.87,7273.46,7920.47,8780.02
616,5623.09,6601.76,7292.59,7929.39,8777.62
617,5605.90,6610.78,7286.64,7926.17,8767.09
618,5624.37,6596.24,7293.60,7944.93,8778.70
619,5617.12,6622.94,7297.82,7938.99,8768.13
620,5611.82,6596.70,7301.84,7936.43,8794.53
621,5602.92,6602.86,7311.63,7933.49,8804.12
622,5589.15,6607.55,7315.03,7945.70,8809.47
623,5606.36,6635.45,7320.53,7946.50,8828.74
624,5639.39,6628.92,7326.54,7952.18,8827.07
625,5603.95,6633.44,7314.41,7951.52,8830.78
626,5609.81,6633.33,7315.06,7957.04,8836.21
627,5619.07,6621.75,7321.88,7970.30,8853.39
628,5650.36,6634.71,7324.66,7978.29,8837.62
629,5625.35,6621.20,7323.96,7988.80,8862.08
630,5655.61,6628.43,7340.89,7965.78,8872.25
631,5639.37,6613.92,7353.45,7993.98,8874.87
632,5634.92,6625.92,7350.72,8013.38,8898.55
633,5677.40,6614.83,7368.79,8003.51,8866.21
634,5710.80,6632.43,7381.14,8019.03,8904.25
635,5688.44,6656.80,7373.40,8019.21,8935.92
636,5671.58,6636.78,7389.20,8024.57,8906.16
637,5700.84,6631.93,7375.00,8028.48,8932.70
638,5711.26,6649.26,7382.46,8039.26,8921.02
639,5675.32,6649.12,7378.25,8031.81,8947.43
640,5707.44,6640.25,7386.93,8058.03,8957.43
641,5696.06,6648.84,7386.87,8046.84,8963.16
642,5682.24,6643.65,7399.67,8061.49,8989.65
643,5721.94,6644.87,7387.30,8077.81,9019.76
644,5710.64,6664.11,7384.46,8070.93,9042.56
645,5674.12,6673.28,7385.56,8069.31,9019.02
646,5689.26,6679.81,7406.24,8057.81,9007.01
647,5704.88,6688.92,7395.45,8064.89,9013.87
648,5688.04,6680.08,7402.91,8068.54,9038.13
649,5694.13,6691.16,7409.08,8076.50,9034.17
650,5693.96,6698.37,7412.34,8066.39,9042.27
651,5677.20,6716.08,7412.50,8079.66,9049.42
652,5687.44,6703.75,7416.72,8057.31,9028.49
653,5663.32,6717.25,7419.54,8068.19,9009.58
654,5694.27,6707.83,7431.42,8083.77,9026.68
655,5689.35,6716.59,7431.92,8079.59,8999.24
656,5691.86,6706.97,7428.50,8098.93,9009.23
657,5692.27,6727.51,7431.93,8086.62,8987.50
658,5688.19,6734.51,7440.62,8092.55,9020.44
659,5663.19,6730.62,7432.35,8094.63,9022.63
660,5666.07,6733.75,7446.30,8102.79,9020.02
661,5652.81,6745.62,7437.87,8102.59,9049.84
662,5671.62,6750.30,7455.48,8090.74,9027.75
663,5647.92,6744.81,7437.20,8104.94,9057.80
664,5663.15,6756.83,7457.20,8112.31,9085.99
665,5663.74,6737.40,7456.20,8112.83,9097.26
666,5691.75,6735.88,7465.41,8143.85,9097.37
667,5700.10,6732.06,7446.56,8126.05,9101.51
668,5689.20,6740.19,7463.78,8148.61,9105.82
669,5723.82,6736.41,7485.10,8137.56,9121.60
670,5711.95,6747.87,7474.68,8150.34,9129.92
671,5729.82,6745.88,7486.52,8139.37,9131.17
672,5714.51,6756.47,7472.87,8147.59,9091.35
673,5702.71,6744.50,7470.60,8159.21,9118.83
674,5731.28,6769.73,7476.25,8158.75,9124.87
675,5689.26,6790.75,7484.98,8167.38,9117.36
676,5686.01,6779.24,7493.92,8166.31,9148.14
677,5722.15,6774.07,7492.88,8177.73,9127.28
678,5700.24,6778.90,7499.01,8169.03,9094.94
679,5723.63,6787.77,7487.77,8189.32,9125.16
680,5737.69,6798.40,7503.40,8167.95,9163.46
681,5743.54,6798.78,7501.38,8191.70,9138.03
682,5773.79,6786.13,7521.05,8176.91,9162.73
683,5764.07,6801.18,7507.01,8184.98,9158.82
684,5801.59,6800.69,7508.94,8182.33,9175.92
685,5767.92,6795.44,7503.49,8204.60,9171.79
686,5789.91,6786.27,7515.20,8204.23,9174.49
687,5792.76,6801.64,7520.45,8202.23,9135.30
688,5786.85,6817.44,7523.62,8201.68,9174.17
689,5791.57,6822.10,7507.85,8198.31,9168.80
690,5770.07,6824.08,7521.76,8213.35,9171.15
691,5796.52,6823.51,7528.97,8208.07,9184.91
692,5809.65,6814.97,7526.92,8209.02,9225.10
693,5811.25,6813.95,7547.28,8207.02,9198.89
694,5831.82,6817.87,7526.53,8241.74,9205.74
695,5832.59,6829.99,7546.23,8245.00,9196.46
696,5831.18,6818.30,7538.05,8242.68,9214.72
697,5845.61,6830.74,7560.37,8250.92,9212.97
698,5844.41,6830.44,7563.95,8259.01,9235.72
699,5854.70,6839.78,7571.68,8250.41,9232.43
700,5830.67,6845.75,7585.41,8252.66,9249.74
701,5862.98,6847.05,7575.17,8262.07,9234.41
702,5863.57,6849.04,7578.27,8280.89,9244.10
703,5855.05,6863.54,7583.89,8269.81,9230.84
704,5845.39,6877.40,7604.24,8269.62,9272.40
705,5874.65,6890.14,7597.66,8277.81,9288.17
706,5880.26,6883.76,7602.94,8281.80,9299.01
707,5918.76,6877.36,7602.10,8276.65,9283.16
708,5892.92,6877.44,7602.46,8292.53,9252.89
709,5921.94,6872.96,7612.09,8288.34,9275.03
710,5911.79,6873.97,7603.66,8315.45,9303.15
711,5915.60,6862.54,7608.79,8314.99,9327.04
712,5909.85,6864.79,7617.95,8316.37,9325.05
713,5913.17,6873.48,7624.30,8311.32,9316.96
714,5911.53,6886.25,7612.25,8323.32,9321.83
715,5910.73,6877.36,7626.85,8316.52,9315.65
716,5900.48,6889.99,7645.32,8318.56,9345.75
717,5910.01,6919.76,7648.22,8318.50,9342.45
718,5937.93,6923.54,7648.16,8317.85,9323.31
719,5956.86,6935.06,7644.14,8319.94,9341.02
720,5964.51,6932.40,7665.94,8312.18,9319.21
721,5963.82,6923.88,7665.62,8335.55,9331.70
722,5964.33,6929.87,7660.96,8355.30,9328.76
723,5967.02,6923.14,7661.96,8333.12,9343.08
724,5943.14,6924.11,7659.27,8351.80,9342.02
725,5960.81,6921.59,7676.79,8344.10,9346.17
726,5982.98,6947.53,7669.12,8352.29,9333.29
727,5961.26,6947.41,7681.77,8374.47,9368.34
728,5965.45,6951.85,7675.43,8350.03,9378.21
729,5967.57,6942.31,7681.53,8369.97,9358.56
730,5964.09,6947.90,7684.88,8372.09,9383.61
731,5958.62,6922.57,7697.29,8379.99,9381.60
732,5951.72,6928.64,7679.03,8398.44,9373.90
733,5961.24,6934.18,7693.95,8391.20,9412.38
734,5998.64,6941.67,7699.76,8408.65,9389.85
735,5966.36,6942.25,7683.92,8411.68,9367.33
736,5980.31,6943.32,7704.27,8421.68,9374.16
737,5950.94,6961.61,7705.90,8418.77,9364.68
738,5962.36,6956.31,7704.46,8419.19,9373.56
739,5954.98,6966.42,7717.86,8430.41,9353.79
740,5958.13,6958.34,7735.60,8423.27,9360.30
741,5948.47,6984.01,7737.64,8428.20,9396.96
742,5946.96,6982.32,7714.18,8423.83,9366.30
743,5952.94,6984.99,7720.24,8425.33,9391.14
744,5969.25,6989.82,7718.24,8430.99,9355.78
745,5973.41,6987.79,7721.83,8421.86,9367.03
746,5987.76,6978.02,7745.75,8426.42,9351.91
747,5971.59,6984.85,7728.28,8447.77,9387.61
748,5984.63,6993.79,7747.78,8430.94,9378.12
749,6011.41,6983.07,7743.78,8431.33,9357.67
750,6004.36,6998.50,7754.22,8433.53,9396.63
751,6006.06,6997.39,7742.45,8430.91,9385.00
752,6001.13,7001.20,7757.59,8432.48,9415.23
753,6005.11,6990.85,7752.52,8443.21,9432.41
754,5995.74,7015.96,7758.26,8467.97,9417.54
755,6005.88,7022.57,7763.29,8457.10,9440.72
756,6016.57,7020.19,7755.48,8468.86,9456.49
757,6008.81,7024.06,7757.99,8479.36,9451.41
758,5997.40,7009.59,7772.64,8482.93,9430.40
759,6009.67,7000.69,7780.96,8487.44,9454.50
760,6008.53,7006.76,7790.66,8499.49,9455.69
761,6029.77,7016.09,7779.31,8495.06,9447.67
762,6035.47,7032.09,7792.31,8487.16,9465.39
763,6050.82,7038.68,7784.41,8500.61,9464.36
764,6039.61,7035.61,7794.87,8502.78,9480.26
765,6068.79,7044.52,7794.10,8518.11,9477.05
766,6037.59,7032.67,7803.60,8515.80,9501.89
767,6071.61,7037.03,7824.77,8517.51,9524.67
768,6037.97,7041.82,7826.84,8514.85,9513.71
769,6031.73,7040.63,7828.53,8529.63,9517.71
770,6035.92,7076.39,7823.53,8524.28,9516.76
771,6041.03,7079.37,7834.91,8538.49,9526.55
772,6031.53,7082.55,7843.51,8563.88,9555.53
773,6047.80,7072.04,7849.35,8558.46,9562.28
774,6052.18,7081.63,7833.94,8567.27,9598.31
775,6028.26,7096.76,7835.98,8563.78,9616.56
776,6067.47,7094.24,7819.10,8557.69,9620.40
777,6068.34,7112.32,7829.41,8553.84,9635.52
778,6080.60,7118.55,7836.73,8581.54,9624.68
779,6080.90,7117.79,7840.62,8605.77,9662.85
780,6093.21,7123.93,7858.41,8592.25,9641.79
781,6080.14,7110.13,7871.47,8605.78,9643.01
782,6086.99,7133.94,7870.04,8591.84,9657.26
783,6102.80,7122.02,7887.24,8615.38,9633.98
784,6087.96,7123.93,7876.31,8607.61,9675.89
785,6085.80,7114.66,7880.96,8609.99,9656.09
786,6099.69,7103.84,7879.21,8607.57,9662.88
787,6077.49,7114.22,7890.43,8603.07,9689.28
788,6094.95,7136.15,7885.55,8610.06,9676.21
789,6073.76,7129.24,7902.19,8624.93,9670.06
790,6096.44,7125.82,7888.67,8627.02,9680.27
791,6101.23,7134.52,7898.01,8631.86,9677.46
792,6115.94,7138.96,7881.86,8631.73,9694.36
793,6119.89,7114.83,7913.44,8631.17,9672.77
794,6110.55,7129.10,7925.08,8630.78,9691.48
795,6138.97,7145.62,7903.53,8627.67,9698.19
796,6165.52,7131.07,7924.48,8634.24,9688.63
797,6144.51,7136.35,7912.83,8632.60,9727.64
798,6115.63,7143.27,7924.66,8635.36,9694.93
799,6125.74,7149.39,7910.09,8647.19,9719.98
800,6139.01,7145.20,7917.41,8653.78,9701.86
801,6099.68,7144.62,7919.46,8661.54,9712.16
802,6109.48,7156.58,7933.03,8678.08,9751.47
803,6113.88,7143.66,7941.63,8666.51,9774.04
804,6094.98,7155.30,7935.50,8687.44,9750.69
805,6117.38,7173.04,7947.61,8685.73,9729.05
806,6107.28,7178.33,7957.12,8695.61,9752.99
807,6087.83,7157.43,7951.69,8684.26,9769.58
808,6106.53,7173.69,7958.23,8689.40,9786.35
809,6091.87,7188.99,7953.67,8685.63,9760.80
810,6088.18,7187.09,7964.04,8697.19,9775.24
811,6089.14,7184.51,7954.26,8703.34,9795.83
812,6100.48,7188.65,7953.36,8724.40,9788.35
813,6119.87,7189.42,7959.94,8738.69,9819.61
814,6104.31,7187.50,7976.64,8738.39,9805.38
815,6073.99,7204.22,7975.05,8741.67,9805.61
816,6094.09,7206.44,7978.59,8767.97,9816.60
817,6084.81,7213.65,7967.56,8774.96,9843.24
818,6075.04,7232.11,7978.93,8773.05,9837.67
819,6100.46,7231.63,7978.15,8765.92,9871.61
820,6093.69,7229.80,7993.21,8797.27,9890.28
821,6100.32,7231.91,7999.32,8802.25,9881.15
822,6072.51,7235.11,8004.89,8796.56,9841.40
823,6110.21,7233.00,8014.88,8781.81,9872.40
824,6138.20,7235.90,8017.49,8798.39,9876.53
825,6104.63,7239.25,8027.42,8813.61,9902.72
826,6136.47,7225.89,8019.22,8813.31,9905.57
827,6119.98,7227.00,8025.57,8809.21,9905.16
828,6136.09,7253.13,8033.98,8788.44,9905.65
829,6100.92,7259.02,8040.11,8823.42,9888.39
830,6140.26,7263.28,8057.31,8838.04,9883.06
831,6170.58,7254.60,8076.42,8830.87,9885.43
832,6137.20,7268.41,8056.13,8836.95,9876.47
833,6141.78,7277.44,8063.20,8845.41,9899.81
834,6140.16,7261.36,8056.46,8829.08,9909.14
835,6139.35,7280.73,8063.34,8830.85,9916.81
836,6168.16,7260.86,8067.69,8823.41,9933.18
837,6136.63,7276.98,8077.93,8831.94,9914.39
838,6133.53,7289.93,8067.73,8818.00,9921.83
839,6135.40,7294.26,8095.70,8847.63,9932.00
840,6147.22,7295.46,8086.82,8849.75,9936.12
841,6164.30,7300.66,8096.97,8843.74,9932.69
842,6167.95,7296.67,8099.60,8848.19,9958.66
843,6127.74,7305.24,8110.32,8856.36,9928.04
844,6142.75,7304.11,8108.45,8873.76,9888.56
845,6154.23,7314.74,8119.44,8872.55,9916.29
846,6173.02,7308.44,8116.46,8883.53,9945.42
847,6167.41,7337.53,8130.60,8895.73,9926.82
848,6132.18,7358.88,8120.87,8896.18,9944.17
849,6163.40,7332.24,8116.77,8886.79,9913.86
850,6148.31,7336.11,8135.51,8890.87,9931.37
851,6150.41,7336.27,8120.15,8891.32,9935.96
852,6146.40,7355.96,8130.16,8889.22,9961.67
853,6149.70,7354.06,8152.95,8888.44,9980.88
854,6155.79,7358.50,8152.89,8895.23,9973.63
855,6172.22,7351.68,8156.11,8915.17,10003.33
856,6179.11,7356.20,8157.09,8915.95,10022.88
857,6181.95,7366.89,8156.78,8918.61,10058.04
858,6164.38,7383.29,8172.70,8896.76,10051.31
859,6183.77,7376.59,8183.43,8906.69,10056.50
860,6195.42,7379.27,8178.99,8908.38,10034.98
861,6216.48,7382.75,8186.68,8908.21,10061.31
862,6216.65,7386.01,8194.79,8937.51,10032.11
863,6216.00,7380.10,8202.45,8926.41,10041.14
864,6211.16,7383.10,8205.64,8947.93,10027.96
865,6243.27,7390.01,8204.96,8935.08,10057.99
866,6203.16,7383.25,8209.58,8947.63,10034.05
867,6214.95,7420.71,8223.02,8958.08,10047.23
868,6206.28,7415.60,8215.57,8952.32,10031.22
869,6233.16,7389.22,8234.39,8976.42,10052.87
870,6196.19,7379.47,8214.36,8956.76,10064.84
871,6200.44,7380.63,8223.03,8974.80,10053.49
872,6217.01,7407.29,8227.32,8971.06,10092.53
873,6187.59,7423.07,8242.84,8995.42,10057.69
874,6215.31,7421.85,8255.78,9007.32,10086.51
875,6212.32,7438.31,8261.34,8999.12,10052.84
876,6215.32,7410.45,8255.85,9005.83,10070.52
877,6239.24,7421.92,8257.38,9006.32,10104.24
878,6229.22,7439.11,8272.13,9022.68,10144.11
879,6239.22,7433.31,8265.15,9009.22,10173.32
880,6225.57,7446.81,8280.30,9019.38,10147.88
881,6239.88,7443.75,8268.90,9005.81,10116.72
882,6222.27,7459.15,8287.58,9024.85,10106.51
883,6257.85,7456.48,8300.49,9043.69,10109.13
884,6241.35,7458.77,8288.75,9028.85,10136.26
885,6234.63,7467.79,8293.04,9040.01,10110.80
886,6263.23,7455.00,8281.97,9028.77,10132.72
887,6291.37,7466.98,8308.19,9049.52,10109.61
888,6272.74,7462.25,8323.41,9054.22,10147.81
889,6310.07,7480.73,8319.09,9053.06,10108.15
890,6313.06,7460.04,8341.50,9036.00,10130.54
891,6306.33,7460.61,8341.73,9063.88,10120.16
892,6270.19,7468.50,8348.56,9077.75,10122.84
893,6303.58,7457.53,8340.26,9074.92,10116.31
894,6309.87,7470.86,8349.84,9080.42,10117.49
895,6341.98,7474.72,8352.37,9079.95,10142.20
896,6303.67,7487.83,8348.26,9088.18,10159.81
897,6328.73,7482.35,8359.14,9103.47,10168.65
898,6305.73,7479.92,8341.17,9087.50,10167.20
899,6328.99,7464.21,8341.56,9112.25,10148.60
900,6307.27,7471.46,8327.84,9099.85,10157.93
901,6330.33,7474.88,8346.97,9126.74,10148.70
902,6339.20,7488.24,8348.98,9122.21,10157.19
903,6325.72,7495.90,8360.92,9109.23,10188.44
904,6314.15,7498.25,8361.05,9106.32,10186.12
905,6326.27,7499.04,8365.00,9133.20,10198.46
906,6330.30,7515.13,8377.32,9140.41,10198.02
907,6341.11,7530.95,8356.65,9135.58,10216.80
908,6302.16,7523.93,8375.94,9152.82,10200.14
909,6285.00,7523.61,8392.12,9142.41,10194.84
910,6275.56,7516.12,8396.14,9146.64,10222.09
911,6285.88,7522.69,8413.77,9157.56,10214.50
912,6300.84,7507.14,8414.66,9182.11,10244.83
913,6325.90,7483.73,8396.00,9168.67,10241.28
914,6311.30,7491.88,8396.52,9189.94,10255.07
915,6298.44,7514.07,8392.47,9190.28,10287.16
916,6315.13,7528.95,8409.14,9190.99,10279.18
917,6320.96,7525.35,8404.88,9191.37,10264.37
918,6339.83,7541.35,8405.47,9181.02,10238.12
919,6335.93,7531.91,8414.99,9187.28,10265.75
920,6350.19,7529.49,8412.36,9200.47,10259.26
921,6339.63,7535.21,8404.28,9192.31,10257.93
922,6363.93,7523.02,8417.97,9202.24,10261.57
923,6339.29,7536.93,8410.21,9197.33,10276.52
924,6370.04,7565.23,8404.41,9184.35,10267.68
925,6384.85,7530.01,8407.23,9202.83,10303.63
926,6386.30,7555.09,8425.01,9215.84,10296.53
927,6379.54,7531.93,8406.83,9214.58,10309.35
928,6368.94,7534.91,8432.64,9224.80,10319.97
929,6343.98,7540.14,8432.51,9211.30,10329.48
930,6341.16,7546.12,8432.92,9219.02,10368.33
931,6351.17,7549.02,8428.38,9209.43,10348.17
932,6328.34,7541.54,8440.75,9209.25,10351.82
933,6349.54,7540.13,8436.68,9209.81,10329.25
934,6343.70,7525.65,8439.72,9220.53,10353.05
935,6340.52,7541.63,8448.68,9241.10,10322.42
936,6374.07,7547.37,8446.18,9236.40,10358.23
937,6350.32,7551.88,8443.55,9246.48,10320.14
938,6341.43,7566.49,8439.08,9237.26,10358.07
939,6337.86,7573.73,8441.62,9239.71,10332.30
940,6328.47,7583.28,8426.82,9247.53,10356.20
941,6319.33,7575.40,8437.86,9247.20,10382.90
942,6357.71,7585.80,8452.20,9257.26,10383.36
943,6354.74,7577.76,8445.53,9245.51,10403.23
944,6335.39,7574.71,8468.13,9256.32,10437.75
945,6372.31,7568.09,8469.21,9255.53,10402.21
946,6366.79,7578.36,8467.54,9278.92,10411.59
947,6372.47,7580.10,8471.97,9286.83,10399.32
948,6369.08,7590.66,8474.35,9277.24,10376.20
949,6390.94,7601.59,8485.17,9298.40,10393.77
950,6417.25,7617.92,8486.04,9299.44,10396.67
951,6405.84,7609.75,8487.05,9307.35,10434.89
952,6389.22,7624.85,8509.46,9321.88,10473.66
953,6403.75,7613.52,8496.06,9318.11,10451.17
954,6367.77,7626.07,8506.21,9314.10,10488.93
955,6366.51,7626.61,8498.40,9311.62,10497.47
956,6385.59,7640.28,8516.70,9325.37,10483.51
957,6367.03,7626.77,8521.43,9333.40,10522.50
958,6373.80,7644.19,8525.67,9318.93,10533.53
959,6360.96,7643.87,8517.54,9326.35,10521.30
960,6368.59,7650.49,8538.16,9340.26,10511.12
961,6355.68,7658.73,8531.79,9344.99,10517.38
962,6394.92,7653.47,8532.44,9351.08,10508.06
963,6349.55,7644.98,8536.56,9346.86,10525.93
964,6387.21,7648.22,8544.37,9370.45,10549.17
965,6384.37,7643.05,8546.21,9346.33,10544.56
966,6402.67,7641.02,8567.58,9350.21,10548.31
967,6394.76,7650.35,8568.86,9374.56,10546.29
968,6396.93,7657.76,8564.44,9372.63,10514.86
969,6384.58,7657.64,8571.12,9358.33,10518.95
970,6363.29,7664.46,8559.64,9379.20,10543.88
971,6401.59,7659.36,8561.94,9376.30,10553.17
972,6428.60,7657.67,8560.59,9385.53,10555.16
973,6417.02,7668.11,8564.04,9382.25,10589.19
974,6444.71,7684.54,8557.68,9372.52,10576.33
975,6419.90,7704.04,8579.99,9379.74,10591.44
976,6437.45,7699.14,8591.11,9388.56,10577.98
977,6419.00,7712.97,8579.71,9388.57,10589.21
978,6398.64,7681.05,8584.19,9382.40,10606.32
979,6418.43,7701.71,8582.84,9410.71,10638.89
980,6441.58,7685.11,8549.55,9412.64,10612.02
981,6435.53,7689.80,8573.33,9409.29,10637.47
982,6422.08,7707.29,8564.32,9414.42,10660.45
983,6435.36,7704.54,8584.61,9430.24,10654.65
984,6426.05,7702.56,8597.98,9430.95,10673.53
985,6424.66,7707.65,8609.54,9443.79,10661.16
986,6455.34,7714.37,8609.26,9449.45,10644.04
987,6434.60,7713.89,8593.92,9443.81,10661.67
988,6467.89,7718.71,8607.13,9449.15,10656.99
989,6457.98,7718.94,8621.54,9453.79,10657.53
990,6483.76,7711.01,8611.50,9461.79,10655.53
991,6486.13,7714.83,8623.75,9478.17,10660.42
992,6493.84,7735.00,8622.22,9472.30,10669.33
993,6498.79,7725.20,8634.87,9492.61,10692.13
994,6473.68,7733.09,8628.77,9475.82,10694.18
995,6500.64,7707.65,8648.95,9489.72,10677.20
996,6503.30,7733.08,8656.58,9480.96,10697.96
997,6494.41,7726.66,8647.16,9493.43,10697.87
998,6476.38,7736.65,8642.24,9515.83,10683.91
999,6460.21,7763.39,8643.41,9496.90,10683.29
1000,6468.13,7735.99,8638.37,9503.40,10690.86
1001,6469.50,7772.10,8666.56,9515.34,10682.58
1002,6478.41,7777.08,8663.71,9519.07,10678.96
1003,6441.51,7772.30,8664.18,9532.88,10716.25
1004,6445.68,7776.57,8666.02,9512.62,10680.51
1005,6478.46,7778.02,8664.43,9513.53,10722.66
1006,6474.95,7800.58,8667.09,9503.42,10712.24
1007,6476.43,7803.62,8669.77,9504.93,10707.71
1008,6513.16,7803.32,8671.07,9501.64,10711.83
1009,6502.41,7793.47,8680.91,9522.30,10708.32
1010,6524.08,7806.18,8663.31,9533.87,10736.07
1011,6530.96,7795.78,8683.26,9517.01,10742.40
1012,6515.71,7794.41,8682.61,9514.98,10734.17
1013,6527.30,7803.62,8684.47,9531.36,10717.43
1014,6518.10,7800.63,8677.82,9530.46,10706.77
1015,6540.55,7809.03,8681.80,9541.00,10705.60
1016,6510.32,7799.50,8668.64,9562.57,10708.55
1017,6505.25,7827.19,8690.53,9542.45,10732.42
1018,6530.38,7844.20,8668.26,9554.70,10742.01
1019,6523.39,7848.00,8679.82,9567.47,10746.68
